pid_long,_id,id,cm_id,building_typology,building_subtypology,use_class,sqft_class,year_built_class,st_num,st_name,st_name_suf,unit_num,zipcode,yr_built,land_sf,gross_area,living_area,sqft,num_floors,num_bldgs,units_res,units_com,units_mixed,ptype,ptype_list,lu,lu_list,assessor_category,assessor_description,own_occ,own_occ_list,owner_list,structure_class,structure_class_list,historic_district,landmark,flood,stormwater,census_tract_number,ct_pop_disability,ct_pop_children_under_5,ct_pop_over_65,ct_pop_low_to_no_income,ct_pop_limited_english_proficiency,ct_pop_poc,ct_pop_med_illness,ct_perc_disability,ct_perc_children_under_5,ct_perc_over_65,ct_perc_low_to_no_income,ct_perc_limited_english_proficiency,ct_perc_poc,ct_perc_med_illness,ct_hh_income_200000_or_more,ct_perc_income_200000_or_more,cashp_only,cashp_and_elec_upgrade,cashp_outdoor,dashp_only,dashp_and_elec_upgrade,dashp_outdoor,gshp_only,gshp_and_elec_upgrade,vrf_only,vrf_and_elec_upgrade,awhp_only,awhp_and_elec_upgrade,hp_recommendation_count,insulate_attic,insulate_attic_converted,ext_roof_insulation,insulate_exposed_ducts,insulate_exposed_pipes,interior_wall_insulation_blow_in,exterior_wall_insulation_at_replacement,exterior_wall_insulation,interior_wall_insulation_board,insulate_spandrel,asbestos,seal_elevator_vent_shafts,env_recommendation_count,lat,lon,MAILING_NEIGHBORHOOD,ZIP_CODE,coordinate,full_address,name
0503747000,4331,84765,,,,Public & Quasi-Public,,,   ,BAY STATE,RD,,2215,,1905074,0,0,,,1,,,,985,985,E,E,Exempt Property Type,Other Exempt Bldg,N,N,COMMWLTH OF MASS,,,t,t,t,t,,,,,,,,,,,,,,,,,,f,f,f,f,f,f,f,f,f,f,f,f,0,f,f,f,f,f,f,f,f,f,f,f,f,0,42.35094056,-71.09193447,Boston,02215,"42.3509405625905, -71.0919344655715","1 Charlesgate E, Boston, MA 02215",
0503038000,6333,48985,503038000,Multi-Family (4-6 units),"Multi-Family (4-6 units), Pre-1915",Residential,"< 25,000 sqft",Pre-1915,,,,,,1899,23113,16184,16184,16184,4,,5,0,0,102,"102,995",CD,"CD,CM",Residential Property,Residential Condo,N,"N,Y","BURRAGE MANSION CONDO TR,BURRAGE MANSION UNIT 2,CURME OLIVER D,GADICKE ANSBERT,SOKOL OGOR",C,C,t,t,f,f,25025010701,83,158,111,405,516,469,1005.53,3.349475383,6.376109766,4.479418886,16.34382567,20.82324455,18.92655367,40.57828894,280,20.48280907,t,f,f,f,f,f,f,f,f,f,f,f,1,f,f,t,f,t,f,f,f,t,f,f,f,3,42.34929867,-71.0861306,Boston,02115,"42.3492986708614, -71.0861305990264","314 Commonwealth Ave, Boston, MA 02115",
0501492000,7006,40030,,Multi-Family (2 units),"Multi-Family (2 units), Pre-1915",Residential,"< 25,000 sqft",Pre-1915,8,SPRUCE,CT,,2108,1900,828,1140,1140,1140,2,1,2,,,104,104,R2,R2,Residential Property,Two-Fam Dwelling,N,N,SHERMAN MARC N,R,R,t,t,f,f,25025020101,172,595,541,280,821,411,1781.09,4.102074887,14.1903172,12.90245648,6.677796327,19.5802528,9.802051037,42.47770093,711,26.28465804,f,f,f,f,f,f,f,f,f,f,f,f,0,f,f,t,f,t,f,f,f,t,f,f,f,3,42.35707088,-71.06733828,Boston,02108,"42.3570708846765, -71.0673382816879","8 Spruce Ct #2, Boston, MA 02108",
1200082000,7040,45060,,Multi-Family (2 units),"Multi-Family (2 units), Pre-1915",Residential,"< 25,000 sqft",Pre-1915,9,WINTHROP,ST,,2119,1890,2230,3180,2120,2120,2,1,2,,,104,104,R2,R2,Residential Property,Two-Fam Dwelling,Y,Y,INNOCENT RICHARDSON,R,R,f,t,f,f,25025080300,309,373,80,938,1018,1686,629.14,17.46749576,21.08535896,4.522328999,53.02430752,57.54663652,95.30808366,35.56472583,0,0,f,f,f,f,f,f,f,f,f,f,f,f,0,f,f,t,f,t,f,f,f,t,f,f,f,3,42.32631867,-71.0825406,Roxbury,02119,"42.3263186658658, -71.0825405964494","9 Winthrop St, Roxbury, MA 02119",
0105979000,7081,65942,,Single-Family,"Single-Family, Pre-1915",Residential,"< 25,000 sqft",Pre-1915,41,PRINCETON,ST,,2128,1875,2500,4755,3783,3783,3,1,1,,,101,101,R1,R1,Residential Property,Single Fam Dwelling,Y,Y,BARNAT JOHN,R,R,f,t,f,f,25025050200,504,1156,319,1726,2045,3878,1799.97,9.63486905,22.09902504,6.098260371,32.99560314,39.09386351,74.13496463,34.4096731,27,1.427061311,f,f,f,f,f,f,f,f,f,f,f,f,0,f,f,t,f,t,f,f,f,t,f,f,f,3,42.37683868,-71.03737058,East Boston,02128,"42.3768386773205, -71.0373705843445","41 Princeton St, East Boston, MA 02128",
0401786000,7188,66468,,Single-Family,"Single-Family, Pre-1915",Residential,"< 25,000 sqft",Pre-1915,38,FENWAY,ST,,2215,1880,3000,6050,4375,4375,3,1,1,,,101,101,R1,R1,Residential Property,Single Fam Dwelling,N,N,QUADRANGLE INVESTMENTS LLC,R,R,f,t,f,f,25025010405,470,60,331,1191,1522,1755,2131.22,8.51140891,1.08656284,5.994204998,21.56827237,27.56247736,31.78196306,38.59507425,3,0.362756953,f,f,f,f,f,f,f,f,f,f,f,f,0,f,f,t,f,t,f,f,f,t,f,f,f,3,42.34532867,-71.0902306,Boston,02215,"42.3453286695515, -71.0902306002267","38 Fenway, Boston, MA 02215",
1200105000,7273,97274,,Single-Family,"Single-Family, Pre-1915",Residential,"< 25,000 sqft",Pre-1915,8,MORELAND,ST,,2119,1890,1878,3336,2176,2176,2,1,1,,,101,101,R1,R1,Residential Property,Single Fam Dwelling,Y,Y,ECHEMENDIA CARMELA,R,R,f,t,f,f,25025080300,309,373,80,938,1018,1686,629.14,17.46749576,21.08535896,4.522328999,53.02430752,57.54663652,95.30808366,35.56472583,0,0,f,f,f,f,f,f,f,f,f,f,f,f,0,f,f,t,f,t,f,f,f,t,f,f,f,3,42.32598467,-71.0826776,Roxbury,02119,"42.325984666583, -71.0826775964608","8 Moreland St, Roxbury, MA 02119",
0903283000,7274,38772,,Residential (Mixed-Use),"Residential (Mixed-Use), Pre-1915",Residential (Mixed-Use),"< 25,000 sqft",Pre-1915,69,BARTLETT,ST,,2119,1910,1295,4095,4054,4095,4,1,,,,13,13,RC,RC,Multiple Use Property,Res/Commercial Use,N,N,COX BUILDING ASSOCS LPS,R,R,t,t,f,f,25025080601,224,462,97,1424,1521,2125,1544.26,5.244673379,10.81713884,2.271130883,33.34113791,35.61226879,49.75415594,36.15687193,15,1.637554585,f,f,f,f,f,f,f,f,f,f,f,f,0,f,f,t,f,t,f,f,f,t,f,f,f,3,42.32919867,-71.0896606,Roxbury,02119,"42.329198666531, -71.0896605990452","69 Bartlett St #A, Roxbury, MA 02119",
0903282000,7346,17493,,Residential (Mixed-Use),"Residential (Mixed-Use), Pre-1915",Residential (Mixed-Use),"< 25,000 sqft",Pre-1915,67,BARTLETT,ST,,2119,1910,1396,4485,4440,4485,4,1,,,,13,13,RC,RC,Multiple Use Property,Res/Commercial Use,N,N,COX BUILDING ASSOCS LPS,R,R,t,t,f,f,25025080601,224,462,97,1424,1521,2125,1544.26,5.244673379,10.81713884,2.271130883,33.34113791,35.61226879,49.75415594,36.15687193,15,1.637554585,f,f,f,f,f,f,f,f,f,f,f,f,0,f,f,t,f,t,f,f,f,t,f,f,f,3,42.32914867,-71.0896206,Roxbury,02119,"42.329148666562, -71.08962059899","67 Bartlett St #L, Roxbury, MA 02119",
0903286000,7347,32658,,Residential (Mixed-Use),"Residential (Mixed-Use), Pre-1915",Residential (Mixed-Use),"< 25,000 sqft",Pre-1915,3,DUDLEY,ST,,2119,1910,1123,4200,4158,4200,4,1,,,,13,13,RC,RC,Multiple Use Property,Res/Commercial Use,N,N,COX BUILDING ASSOCS LPS,R,R,t,t,f,f,25025080601,224,462,97,1424,1521,2125,1544.26,5.244673379,10.81713884,2.271130883,33.34113791,35.61226879,49.75415594,36.15687193,15,1.637554585,f,f,f,f,f,f,f,f,f,f,f,f,0,f,f,t,f,t,f,f,f,t,f,f,f,3,42.32939867,-71.0895906,Roxbury,02119,"42.3293986665712, -71.0895905990338","3 Dudley St #1A, Roxbury, MA 02119",
0903289000,7348,64460,,Residential (Mixed-Use),"Residential (Mixed-Use), Pre-1915",Residential (Mixed-Use),"< 25,000 sqft",Pre-1915,9,DUDLEY,ST,,2119,1910,1554,4416,3312,4416,3,1,,,,13,13,RC,RC,Multiple Use Property,Res/Commercial Use,N,N,COX BUILDING ASSOCS LPS,R,R,t,t,f,f,25025080601,224,462,97,1424,1521,2125,1544.26,5.244673379,10.81713884,2.271130883,33.34113791,35.61226879,49.75415594,36.15687193,15,1.637554585,f,f,f,f,f,f,f,f,f,f,f,f,0,f,f,t,f,t,f,f,f,t,f,f,f,3,42.32935867,-71.0893706,Roxbury,02119,"42.3293586665706, -71.0893705989593","9 Dudley St #A, Roxbury, MA 02119",
0903284000,7447,21060,,Residential (Mixed-Use),"Residential (Mixed-Use), Pre-1915",Residential (Mixed-Use),"< 25,000 sqft",Pre-1915,71,BARTLETT,ST,,2119,1910,1082,4485,4440,4485,4,1,,,,13,13,RC,RC,Multiple Use Property,Res/Commercial Use,N,N,COX BUILDING ASSOCS LPS,R,R,t,t,f,f,25025080601,224,462,97,1424,1521,2125,1544.26,5.244673379,10.81713884,2.271130883,33.34113791,35.61226879,49.75415594,36.15687193,15,1.637554585,f,f,f,f,f,f,f,f,f,f,f,f,0,f,f,t,f,t,f,f,f,t,f,f,f,3,42.32924867,-71.0897106,Roxbury,02119,"42.3292486665388, -71.0897105990645","71 Bartlett St #A, Roxbury, MA 02119",
0105978000,7530,65416,,Single-Family,"Single-Family, Pre-1915",Residential,"< 25,000 sqft",Pre-1915,39,PRINCETON,ST,,2128,1864,2500,4112,3264,3264,3,1,1,,,101,101,R1,R1,Residential Property,Single Fam Dwelling,Y,Y,GORDON LARA,R,R,f,t,f,f,25025050200,504,1156,319,1726,2045,3878,1799.97,9.63486905,22.09902504,6.098260371,32.99560314,39.09386351,74.13496463,34.4096731,27,1.427061311,f,f,f,f,f,f,f,f,f,f,f,f,0,f,f,t,f,t,f,f,f,t,f,f,f,3,42.37681868,-71.03745058,East Boston,02128,"42.3768186773342, -71.0374505844908","39 Princeton St, East Boston, MA 02128",
0903287000,7736,20595,,Residential (Mixed-Use),"Residential (Mixed-Use), Pre-1915",Residential (Mixed-Use),"< 25,000 sqft",Pre-1915,5,DUDLEY,ST,,2119,1910,1217,4200,3360,4200,4,1,,,,13,13,RC,RC,Multiple Use Property,Res/Commercial Use,N,N,COX BUILDING ASSOCS LPS,R,R,t,t,f,f,25025080601,224,462,97,1424,1521,2125,1544.26,5.244673379,10.81713884,2.271130883,33.34113791,35.61226879,49.75415594,36.15687193,15,1.637554585,f,f,f,f,f,f,f,f,f,f,f,f,0,f,f,t,f,t,f,f,f,t,f,f,f,3,42.32938867,-71.0895306,Roxbury,02119,"42.3293886665712, -71.0895305990135","5 Dudley St #A, Roxbury, MA 02119",
1100091000,7884,16136,,Multi-Family (3 units),"Multi-Family (3 units), Pre-1915",Residential,"< 25,000 sqft",Pre-1915,6,LINWOOD,ST,,2119,1910,1514,4068,3311,3311,3,1,3,,,105,105,R3,R3,Residential Property,Three-Fam Dwelling,N,N,VF DEVELOPMENT LLC,R,R,t,t,f,f,25025081400,268,314,283,791,1074,2318,1185.22,8.924408924,10.45621046,9.423909424,26.34032634,35.76423576,77.18947719,39.46786547,49,3.695324284,f,f,f,f,f,f,f,f,f,f,f,f,0,f,f,t,f,t,f,f,f,t,f,f,f,3,42.32775867,-71.0928106,Roxbury,02119,"42.3277586661439, -71.0928106000144","6 Linwood St #2, Roxbury, MA 02119",
1902011000,7950,95279,,Multi-Family (3 units),"Multi-Family (3 units), 1915-1949",Residential,"< 25,000 sqft",1915-1949,478,JAMAICAWAY,ST,,2130,1920,12568,8265,5400,5400,2,1,3,,,105,105,R3,R3,Residential Property,Three-Fam Dwelling,Y,Y,WHITE ROBERT J,R,R,f,t,f,f,25025120400,405,740,403,1148,1551,1407,2368.06,7.042253521,12.86732742,7.007476961,19.96174578,26.96922274,24.46531038,41.17649105,475,16.70182841,t,f,f,f,f,f,f,f,f,f,f,f,1,t,f,f,f,t,f,f,f,t,f,f,f,3,42.31648866,-71.11635061,Jamaica Plain,02130,"42.3164886632204, -71.1163506071028","478 Jamaicaway #B, Jamaica Plain, MA 02130",
1902010000,7958,14246,,Multi-Family (2 units),"Multi-Family (2 units), 1915-1949",Residential,"< 25,000 sqft",1915-1949,480,JAMAICAWAY,ST,,2130,1918,17786,12369,7290,7290,2,1,2,,,104,104,R2,R2,Residential Property,Two-Fam Dwelling,N,N,WHITE ROBERT,R,R,f,t,f,f,25025120400,405,740,403,1148,1551,1407,2368.06,7.042253521,12.86732742,7.007476961,19.96174578,26.96922274,24.46531038,41.17649105,475,16.70182841,f,f,f,f,t,f,f,f,f,f,f,f,1,t,f,f,f,t,f,f,f,t,f,f,f,3,42.31620866,-71.11638061,Jamaica Plain,02130,"42.3162086635358, -71.1163806074391","480 Jamaicaway, Jamaica Plain, MA 02130",
1902063000,7960,82585,,Single-Family,"Single-Family, 1915-1949",Residential,"< 25,000 sqft",1915-1949,29,POND VIEW,AV,,2130,1930,7632,4120,2268,2268,2,1,1,,,101,101,R1,R1,Residential Property,Single Fam Dwelling,Y,Y,CHIN MARY C,R,R,f,t,f,f,25025120400,405,740,403,1148,1551,1407,2368.06,7.042253521,12.86732742,7.007476961,19.96174578,26.96922274,24.46531038,41.17649105,475,16.70182841,f,f,f,f,t,f,f,f,f,f,f,f,1,t,f,f,f,t,f,f,f,t,f,f,f,3,42.31954866,-71.11592061,Jamaica Plain,02130,"42.3195486634685, -71.1159206069687","29 Pond View Ave, Jamaica Plain, MA 02130",
1902057000,7968,88233,,Single-Family,"Single-Family, 1915-1949",Residential,"< 25,000 sqft",1915-1949,380,JAMAICAWAY,ST,,2130,1930,11890,5968,3988,3988,2.5,1,1,,,101,101,R1,R1,Residential Property,Single Fam Dwelling,Y,Y,GALL MATTHEW G,R,R,f,t,f,f,25025120400,405,740,403,1148,1551,1407,2368.06,7.042253521,12.86732742,7.007476961,19.96174578,26.96922274,24.46531038,41.17649105,475,16.70182841,f,f,f,f,t,f,f,f,f,f,f,f,1,t,f,f,f,t,f,f,f,t,f,f,f,3,42.31904866,-71.11638061,Jamaica Plain,02130,"42.3190486637166, -71.1163806076369","380 Jamaicaway, Jamaica Plain, MA 02130",
1902012000,7976,85166,,Multi-Family (3 units),"Multi-Family (3 units), 1915-1949",Residential,"< 25,000 sqft",1915-1949,476,JAMAICAWAY,ST,,2130,1920,13115,8265,5400,5400,2,1,3,,,105,105,R3,R3,Residential Property,Three-Fam Dwelling,N,N,WHITE ROBERT J,R,R,f,t,f,f,25025120400,405,740,403,1148,1551,1407,2368.06,7.042253521,12.86732742,7.007476961,19.96174578,26.96922274,24.46531038,41.17649105,475,16.70182841,f,f,f,f,t,f,f,f,f,f,f,f,1,t,f,f,f,t,f,f,f,t,f,f,f,3,42.31668866,-71.11623061,Jamaica Plain,02130,"42.3166886633198, -71.1162306068472","476 Jamaicaway, Jamaica Plain, MA 02130",
1002134000,8340,98125,,Single-Family,"Single-Family, 1915-1949",Residential,"< 25,000 sqft",1915-1949,244,JAMAICAWAY,ST,,2130,1920,3315,3594,2079,2079,2,1,1,,,101,101,R1,R1,Residential Property,Single Fam Dwelling,Y,Y,LIU JUNKE,R,R,f,t,f,f,25025120700,179,173,239,410,649,747,830.1,8.887785501,8.589870904,11.86693148,20.35749752,32.224429,37.09036743,41.21648461,104,9.558823529,f,f,f,f,t,f,f,f,f,f,f,f,1,t,f,f,f,t,f,f,f,t,f,f,f,3,42.32306866,-71.11518061,Jamaica Plain,02130,"42.3230686645558, -71.115180607047","244 Jamaicaway, Jamaica Plain, MA 02130",
1200080000,8355,34827,,Single-Family,"Single-Family, Pre-1915",Residential,"< 25,000 sqft",Pre-1915,5,WINTHROP,ST,,2119,1900,1813,3482,2800,2800,4,1,1,,,101,101,R1,R1,Residential Property,Single Fam Dwelling,N,N,CARIBBEAN FOUNDATION OF,R,R,f,t,f,f,25025080300,309,373,80,938,1018,1686,629.14,17.46749576,21.08535896,4.522328999,53.02430752,57.54663652,95.30808366,35.56472583,0,0,f,f,f,f,f,f,f,f,f,f,f,f,0,t,f,f,f,t,f,f,f,t,f,f,f,3,42.32639867,-71.0827206,Roxbury,02119,"42.3263986659355, -71.0827205967473","5 Winthrop St, Roxbury, MA 02119",
1901962000,9819,84747,,Convention/Assembly,"Convention/Assembly, Pre-1915",Public & Quasi-Public,"< 25,000 sqft",Pre-1915,424,JAMAICAWAY,ST,,2130,1911,16006,9378,5422,9378,2,1,,,,905,905,E,E,Exempt Ownership,Charitable Organiztn,N,N,VINFEN CORPORATION,R,R,f,t,f,f,25025120400,405,740,403,1148,1551,1407,2368.06,7.042253521,12.86732742,7.007476961,19.96174578,26.96922274,24.46531038,41.17649105,475,16.70182841,t,f,f,f,f,f,f,f,f,f,t,f,2,t,f,f,f,t,f,f,f,t,f,f,f,3,42.31825866,-71.11610061,Jamaica Plain,02130,"42.3182586639945, -71.1161006072106","424 Jamaicaway, Jamaica Plain, MA 02130",
1901977003,9820,57962,,Single-Family,"Single-Family, 1915-1949",Residential,"< 25,000 sqft",1915-1949,2,JAMAICAWAY,CT,,2130,1949,6058,3351,2106,2106,2,1,1,,,101,101,R1,R1,Residential Property,Single Fam Dwelling,Y,Y,JACKSON SHAWN,R,R,f,t,f,f,25025120400,405,740,403,1148,1551,1407,2368.06,7.042253521,12.86732742,7.007476961,19.96174578,26.96922274,24.46531038,41.17649105,475,16.70182841,f,t,f,f,f,f,f,f,f,f,f,t,2,t,f,f,f,t,f,f,f,t,f,f,f,3,42.31724866,-71.11643061,Jamaica Plain,02130,"42.3172486631566, -71.1164306071051","2 Jamaicaway Ct, Jamaica Plain, MA 02130",
1902064000,9828,78268,,Single-Family,"Single-Family, 1915-1949",Residential,"< 25,000 sqft",1915-1949,31,POND VIEW,AV,,2130,1930,6882,4177,2350,2350,2,1,1,,,101,101,R1,R1,Residential Property,Single Fam Dwelling,Y,Y,WATERS VAUGHN M,R,R,f,t,f,f,25025120400,405,740,403,1148,1551,1407,2368.06,7.042253521,12.86732742,7.007476961,19.96174578,26.96922274,24.46531038,41.17649105,475,16.70182841,f,t,f,f,f,f,f,f,f,f,f,t,2,t,f,f,f,t,f,f,f,t,f,f,f,3,42.31939866,-71.11590061,Jamaica Plain,02130,"42.3193986636793, -71.115900606908","31 Pond View Ave, Jamaica Plain, MA 02130",
0603957000,9829,92875,603957000,Multi-Family (4-6 units),"Multi-Family (4-6 units), Pre-1915",Residential,"< 25,000 sqft",Pre-1915,,,,,,1890,12078,5328,5328,5328,3,,4,0,0,102,"102,108,995",CD,"CD,CM,CP",Residential Property,Residential Condo,N,"N,Y","ANASTASIA ANN C,BURKE JANENE,BURKE JANENE S,ROY RAYMOND,SEVEN-70 E FOURTH ST CONDO,VAUTOUR MICHAEL T",D,D,f,t,f,f,25025060200,96,329,158,203,361,32,797.86,5.010438413,17.17118998,8.246346555,10.59498956,18.84133612,1.670146138,41.64196242,206,20.80808081,t,f,f,f,f,f,f,f,f,f,f,f,1,f,f,f,f,t,f,f,f,t,f,f,f,2,42.33496867,-71.03293058,South Boston,02127,"42.3349686694461, -71.0329305807325","770 E Fourth St #2, South Boston, MA 02127",
1100719000,9949,74642,1100719000,Multi-Family (3 units),"Multi-Family (3 units), Pre-1915",Residential,"< 25,000 sqft",Pre-1915,,,,,,1899,4292,2614,2614,2614,3,,3,0,0,102,"102,995",CD,"CD,CM",Residential Property,Residential Condo,Y,"N,Y","25 FORT AV CONDOMINIUM,DONHAM DEXTER,GOLDSTEIN MEREDITH A,REDDY JULIA",R,R,t,t,f,f,25025081400,268,314,283,791,1074,2318,1185.22,8.924408924,10.45621046,9.423909424,26.34032634,35.76423576,77.18947719,39.46786547,49,3.695324284,f,t,f,f,f,f,f,f,f,f,f,f,1,f,f,f,f,t,f,f,f,t,f,f,f,2,42.32569867,-71.0942006,Roxbury,02119,"42.3256986655576, -71.0942005999965","25 Fort Ave, Roxbury, MA 02119",
1902115000,10022,98124,1902115000,Multi-Family (31-99 units),"Multi-Family (31-99 units), 1915-1949",Residential,"< 25,000 sqft",1915-1949,,,,,,1920,65519,23270,23270,23270,3,,32,0,0,102,"102,985,995",CD,"CD,CM,E",Residential Property,Residential Condo,Y,"N,Y","332 JAMAICAWAY UNIT 3 REALTY,BERARDUCCI VILMA,BUTANEY RANJAN,CHILDRENS ORTHOPAEDIC,CRAWFORD-GREY HEATHER,DELANEY MIRIAM F,DELMA Y JARRETT REVOCABLE,DESANTIS-KINDER DOREEN,ERGUN ZEYNEP,FELDMAN STEVEN,GUO HAO,HUTCHINSON KEVIN P,JU AIHUA,KILLORAN FRANCIS X,LIN INVESTMENT LP,MA YIJIE,MANSION HOUSE,MCLEAN MARILYN,MINGUET FERNANDO BOSCH,MUEHE MICHAEL,NING MINGMING,NING PEI-CHEN,NOWAK MICHAEL,PAPAZOVA PETYA T,PARETO MARCOS POMPEU,RAHIMI HAJIR,RUDIE CORAL,SCAROLA MICHAEL,SHANKAR RAVI N,SHARIFI MAHNOOSH,SMITH SHAWN,WONG SIU LING,ZHANG HONGWEI",C,C,f,t,f,f,25025120400,405,740,403,1148,1551,1407,2368.06,7.042253521,12.86732742,7.007476961,19.96174578,26.96922274,24.46531038,41.17649105,475,16.70182841,t,f,f,f,f,f,f,f,f,f,t,f,2,f,f,f,f,t,f,f,f,t,f,f,f,2,42.32057866,-71.11631061,Jamaica Plain,02130,"42.3205786643968, -71.1163106072219","332 Jamaicaway #201, Jamaica Plain, MA 02130",
0200426000,10319,39148,,Multi-Family (2 units),"Multi-Family (2 units), Pre-1915",Residential,"< 25,000 sqft",Pre-1915,22,CORDIS,ST,,2129,1876,2400,5060,4566,4566,3,1,2,,,104,104,R2,R2,Residential Property,Two-Fam Dwelling,Y,Y,BRESLER JOSHUA D,R,R,f,t,f,f,25025040300,265,847,259,766,1025,713,1483.72,6.826378156,21.81865018,6.67181865,19.73209686,26.40391551,18.36682123,38.22050489,479,23.87836491,t,f,f,f,f,f,f,f,f,f,f,f,1,f,f,t,t,f,f,f,f,t,f,f,f,3,42.37556868,-71.06291059,Charlestown,02129,"42.3755686761982, -71.0629105929536","22 Cordis St # B, Charlestown, MA 02129",
0200427000,10367,51056,,Single-Family,"Single-Family, Pre-1915",Residential,"< 25,000 sqft",Pre-1915,20,CORDIS,ST,,2129,1860,2276,4964,4325,4325,3,1,1,,,101,101,R1,R1,Residential Property,Single Fam Dwelling,Y,Y,20 CORDIS REALTY TRUST,R,R,f,t,f,f,25025040300,265,847,259,766,1025,713,1483.72,6.826378156,21.81865018,6.67181865,19.73209686,26.40391551,18.36682123,38.22050489,479,23.87836491,t,f,f,f,f,f,f,f,f,f,f,f,1,f,f,t,t,f,f,f,f,t,f,f,f,3,42.37549868,-71.06294059,Charlestown,02129,"42.3754986765636, -71.0629405931576","20 Cordis St, Charlestown, MA 02129",
0504259000,10384,68658,504259000,Multi-Family (7-30 units),"Multi-Family (7-30 units), Pre-1915",Residential,"< 25,000 sqft",Pre-1915,,,,,,1910,19211,13389,13389,13389,4,,27,0,0,102,"102,995",CD,"CD,CM",Residential Property,Residential Condo,N,"N,Y","DENG YANHUI,FENVIEW CONDO TRUST,FENVIEW DEVELOPMENT LLC,KATZ JORDAN,KOCON LORI B,MANGALO GEORGE A,OREH LLC,RAMOS-POLANCO ELBA,THORNTON MARTIN P,TWOMEY DANIEL P III,ZIPIN STEVEN",C,C,f,t,f,f,25025010408,5,34,42,454,496,412,540.77,0.350631136,2.384291725,2.945301543,31.83730715,34.7826087,28.89200561,37.92215989,9,1.047729919,t,f,f,f,f,f,f,f,f,f,f,f,1,f,f,t,t,f,f,f,f,t,f,f,f,3,42.34232667,-71.0960826,Boston,02215,"42.3423266688941, -71.0960826019601","85 Park Dr #18, Boston, MA 02215",
1902009000,10980,85160,,Single-Family,"Single-Family, Pre-1915",Residential,"< 25,000 sqft",Pre-1915,61,POND,ST,,2130,1880,22200,6497,3846,3846,2,1,1,,,101,101,R1,R1,Residential Property,Single Fam Dwelling,Y,Y,TZIKA A ARIA,R,R,f,t,f,f,25025120400,405,740,403,1148,1551,1407,2368.06,7.042253521,12.86732742,7.007476961,19.96174578,26.96922274,24.46531038,41.17649105,475,16.70182841,t,f,f,f,f,f,t,f,f,f,f,f,2,t,f,f,t,f,f,f,f,t,f,f,f,3,42.31579866,-71.11658061,Jamaica Plain,02130,"42.3157986631221, -71.1165806071035","61A Pond St #2, Jamaica Plain, MA 02130",
0502826000,10984,25686,,Single-Family,"Single-Family, Pre-1915",Residential,"< 25,000 sqft",Pre-1915,5,COMMONWEALTH,AV,,2116,1904,9960,22974,20326,20326,4,1,1,,,101,101,R1,R1,Residential Property,Single Fam Dwelling,Y,Y,FIVE COMMONWEALTH MORTGAGE,R,R,t,t,f,f,25025010702,45,86,285,187,472,320,1014.2,1.875,3.583333333,11.875,7.791666667,19.66666667,13.33333333,42.25833333,464,33.67198839,t,f,f,f,f,f,f,f,f,f,f,f,1,t,f,f,t,f,f,f,f,t,f,f,f,3,42.35388467,-71.07249459,Boston,02116,"42.3538846713531, -71.0724945948784","5 Commonwealth Ave, Boston, MA 02116",
2102439010,11800,59153,2102439010,Residential (Mixed-Use),"Residential (Mixed-Use), Pre-1915",Residential (Mixed-Use),"25,000-34,999 sqft",Pre-1915,,,,,,1899,114643,26125,22923,26125,3,,0,1,0,102,"102,995",CD,"CD,CM",Residential Property,Residential Condo,Y,"N,Y","ABBOUD JOSEPH,BEACON STREET 2446 NOMINEE,JOY STEPHEN,STOECKER JOHN G III,WATERWORKS MUSEUM CONDO",,,f,t,f,t,25025000502,460,98,304,1043,1347,1584,2473.17,7.29811201,1.554815167,4.823100111,16.54767571,21.37077582,25.13089005,39.23798191,141,8.183401045,t,f,f,f,f,f,t,f,f,f,f,f,2,f,f,f,t,f,f,f,f,t,f,f,f,2,42.33169802,-71.15563425,Brighton,02467,"42.331698018106, -71.1556342545215","2442-2450 Beacon St, Brighton, MA 02467",
2102439030,11810,59526,2102439030,Multi-Family (7-30 units),"Multi-Family (7-30 units), Pre-1915",Residential,"< 25,000 sqft",Pre-1915,,,,,,1887,29621,8337,8337,8337,2,,7,0,0,102,"102,995",CD,"CD,CM",Residential Property,Residential Condo,Y,"N,Y","ABBOUD JOSEPH,DIRECTOR MARLA E,KEMPA KRZYSZTOF,MATTISON LAUREN R,RADELJEVIC ANA,SCOTTI BRIAN,SNYDER RICHARD P,WATERFORD CONDO TR",,,f,t,f,f,25025000502,460,98,304,1043,1347,1584,2473.17,7.29811201,1.554815167,4.823100111,16.54767571,21.37077582,25.13089005,39.23798191,141,8.183401045,t,f,f,f,f,f,t,f,f,f,f,f,2,f,f,f,t,f,f,f,f,t,f,f,f,2,42.33220667,-71.15458762,Brighton,02135,"42.3322066653574, -71.1545876203497","2430 Beacon St, Brighton, MA 02135",
